FILE,NOMBRE,UNIDAD_DE_COMPETENCIA,CONTENIDO
ISC/tecnologiasDesarrolloAplicacionesWeb_ISC2020.pdf,"UNIDAD TEMÁTICA II 
Páginas Web con HTML","D
UNIDAD DE COMPETENCIA 
iseña contenido web estático 
y  dinámico  con  base  en  el 
lenguaje de marcas HTML.","2.1 Evolución del lenguaje HTML 
2.2 Estructura de un documento HTML 
2.3 Elementos de HTML 
2.4 Tablas, contenedores y formularios 
2.5 Creación y modificación de archivos HTML estáticos"
ISC/tecnologiasDesarrolloAplicacionesWeb_ISC2020.pdf,"UNIDAD TEMÁTICA III 
Java Servlets","D
UNIDAD DE COMPETENCIA 
iseña  aplicaciones  web  con 
base en Servlets.","3.1 Introducción a los Servlets 
3.2 Ciclo de vida y el API Servlet 
3.3 HttpServlets 
3.3.1 Parámetros 
3.3.2 Atributos 
3.3.3 Sesión 
3.3.4 Redireccionamiento 
3.3.5 Cookies"
ISC/tecnologiasDesarrolloAplicacionesWeb_ISC2020.pdf,"UNIDAD TEMÁTICA IV 
Lenguaje de Marcado 
eXtensible (XML)","D
 
UNIDAD DE COMPETENCIA 
iseña 
contenido  web 
con 
base  en 
los  documentos 
y 
reglas XML.","4.1 Historia de XML 
4.2 Elementos de XML 
4.3 Tipo de Documento (DTD) 
4.4 Esquema XML 
4.5 Modelo Objeto Documento (DOM) 
4.6 Creación, modificación y borrado de archivos 
estáticos y dinámicos XML 
4.6 Familia de dialectos XML"
ISC/tecnologiasDesarrolloAplicacionesWeb_ISC2020.pdf,"UNIDAD TEMÁTICA V 
Hojas de estilo en cascada","D
       
 
UNIDAD DE COMPETENCIA 
iseña maquetado responsivo 
con base en las hojas de estilo 
en cascada (CSS).","5.1 Historia de Hojas de Estilo en Cascada (CSS) 
5.2 Aspectos básicos de los estilos 
5.2.1 Recomendación del W3C para las hojas de estilo 
en cascada 
5.3 Selectores  
5.4 Reglas de estilo 
5.5 Modelo de cajas 
5.6 Propiedades generales de estilo para los elementos 
de HTML 
5.7 Posicionamiento de elementos (GridLayout, Flexbox) 
5.8 Propiedades avanzadas de los estilos (CSS Nivel 3) 
5.9 Creación, modificación y borrado de archivos CSS 
estáticos y dinámicos XML 
5.10 Lineamientos del diseño responsivo"
ISC/tecnologiasDesarrolloAplicacionesWeb_ISC2020.pdf,"UNIDAD TEMÁTICA VI 
JavaScript y AJAX","UNIDAD DE COMPETENCIA 
Desarrolla  aplicaciones  Web 
usando AJAX y JSON a partir 
del  manejo 
de  marcos 
de 
trabajo Javascript.","6.1 Historia de JavaScript 
6.2 Sintaxis de Elementos de JavaScript 
6.2.1 Modelo de Eventos 
6.2.2 Modelo de objetos del Navegador 
6.2.3 Manejo de Expresiones regulares 
6.2.4 Creación, modificación y borrado de archivos 
JavaScript estáticos y dinámicos 
6.3 Notación JSON 
6.4 Marcos de Trabajo JavaScript (Frameworks) 
6.5 Historia de AJAX 
6.5.1 Conceptos básicos de AJAX 
6.5.2 Diferencias entre aplicaciones Web tradicionales y 
aplicaciones Web con AJAX 
6.5.3 Objetos de AJAX"
ISC/analisisDisenoAlgoritmos_ISC2020.pdf,"UNIDAD TEMÁTICA I 
Análisis de complejidad 
computacional","UNIDAD DE COMPETENCIA 
 
Analiza la complejidad 
computacional temporal de 
algoritmos iterativos y recursivos 
con base en el conteo de 
operaciones secuenciales, 
estructuras de control y la 
resolución de ecuaciones de 
recurrencia.","1
1.1  Problemas computacionales 
1.1.1 Problemas computables y no computables 
1.1.2 Complejidad espacial y temporal de problemas y 
algoritmos 
1.1.3 Clases de complejidad: P, NP, NP-Completos y 
NP-Difíciles 
.2  Algoritmos 
1.2.1 Eficacia y eficiencia en resolución de problemas 
1.2.2 Funciones de complejidad 
1.2.3 Orden de crecimiento asintótico 
1.2.4 Notación asintótica 
1.2.5 Análisis de casos: mejor, peor, promedio y 
estricto 
1.2.6 Comparativa de órdenes de complejidad 
1.2.7 Comparativa de tiempos de ejecución 
 
1.3 Cálculo de Complejidad 
1.3.1 Operaciones secuenciales y estructuras de 
control 
1.3.2 Algoritmos iterativos 
1.3.3 Algoritmos recursivos 
1.3.4 Árboles de invocaciones recursivas 
1.3.5 Solución de ecuaciones de recurrencia"
ISC/analisisDisenoAlgoritmos_ISC2020.pdf,"UNIDAD TEMÁTICA II 
Estrategias de diseño de 
algoritmos","UNIDAD DE COMPETENCIA 
 
Diseña soluciones 
algorítmicas a problemas 
computacionales a partir de 
las estrategias de divide y 
vencerás, heurísticas voraces 
y programación dinámica.","2
  2
2.1 Divide y vencerás 
2.1.1 Formulación recursiva 
2.1.2 Ordenamiento rápido y por mezcla 
2.1.3 Multiplicación de enteros largos 
2.1.4 Multiplicación de matrices 
2.1.5 Transformada Rápida de Fourier 
2.1.6 Resolución de problemas adicionales 
.2 Heurísticas voraces 
2.2.1 Factibilidad y optimalidad 
2.2.2 Cambio de monedas 
2.2.3 Mochila fraccionaria 
2.2.4 Códigos de Huffman 
2.2.5 Árboles de recubrimiento mínimo 
2.2.6 Resolución de problemas adicionales 
.3. Programación dinámica 
2.3.1 Memoización y optimalidad 
2.3.2 Sucesión de Fibonacci y coeficientes binomiales 
2.3.3 Mochila entera 
2.3.4 Subsecuencia común más larga 
2.3.5 Líneas de producción 
2.3.6 Resolución de problemas adicionales"
ISC/analisisDisenoAlgoritmos_ISC2020.pdf,"UNIDAD TEMÁTICA III 
Problemas NP","UNIDAD DE COMPETENCIA 
 
Plantea soluciones a 
problemas NP de acuerdo con 
el análisis de su complejidad 
computacional y la aplicación 
de algoritmos de aproximación 
junto con las estrategias de 
diseño.","3
3.1 Clases P y NP 
3.1.1 Certificados de verificación de soluciones 
3.1.2 Reducibilidad polinomial 
3.1.3 Clases de complejidad P, NP, NP-Completos y 
         NP-Difíciles. 
3.1.3 Problemática P vs NP 
.2. Problemas NP-Completos 
3.2.1 Completitud en la clase NP 
3.2.2 Problema de la mochila 
3.2.3 Satisfacibilidad booleana 
3.2.4 Cliqué máximo 
3.2.5 Coloreado de grafos 
3.2.6 Algoritmos de aproximación"
ISC/fundamentosEconomicos_ISC2020.pdf,"UNIDAD TEMÁTICA I 
Fundamentos de la Economía","I
 
UNIDAD DE COMPETENCIA 
dentifica 
la 
importancia  de 
la 
economía y su campo de acción 
con  base  en  sus 
fundamentos 
generales.","1
  1
  1
  1
 
C - 2020"
ISC/fundamentosEconomicos_ISC2020.pdf,"UNIDAD TEMÁTICA II 
Microeconomía: teoría del 
comportamiento del consumidor 
y del productor","UNIDAD DE COMPETENCIA 
 
Diferencia la toma de decisiones 
económicas entre consumidores 
y  productores  con  base  en  las 
restricciones 
y 
IS
corto y largo plazo","3
3.1 El comportamiento del consumidor  
3.1.1. Gustos y preferencias de consumo 
3.1.2 Utilidad y preferencia (superficie de utilidad) 
3.1.3 Curvas de indiferencia y sus características 
3.1.4. Posibilidades de consumo: la restricción 
presupuestal 
3.1.5. Utilidad total y utilidad marginal  
3.1.6. Maximización de la utilidad y el equilibrio del 
consumidor 
. 2. El comportamiento del productor  
3.2.1.  Importancia de la empresa en el ciclo económico 
3.2.2. La empresa y su problema económico 
3.2.3. Teoría de producción de corto y de largo plazo 
3.2.3. Teoría de costos de corto y de largo plazo 
3.2.4. El equilibrio del productor"
ISC/fundamentosEconomicos_ISC2020.pdf,"UNIDAD TEMÁTICA III 
Teoría del mercado:  oferta, 
demanda y precio","UNIDAD DE COMPETENCIA 
 
Explica 
la 
determinación 
del 
precio con base en factores que 
influyen 
en 
la 
oferta 
y 
la 
demanda,  así  como 
las 
leyes 
que las rigen.","3
  3
  3
.1 Demanda 
3.1.1 Factores de la demanda y ley de la demanda  
3.1.2 Elasticidades precio, ingreso y cruzada  
.2 Oferta 
3.2.1 Factores de la oferta y ley de la oferta 
3.2.2 Elasticidades precio y cruzada  
.3 Equilibrio del mercado 
3.3.1Precio como regulador y equilibrio del mercado"
ISC/fundamentosEconomicos_ISC2020.pdf,"UNIDAD TEMÁTICA V 
Economía internacional y 
sustentabilidad","UNIDAD DE COMPETENCIA 
Distingue 
la 
importancia  del 
comercio y el sector financiero 
internacional en el desempeño 
de la economía global, a partir 
de 
su 
impacto 
en 
la 
sustentabilidad.","5
  5
  5
5.1 Sistema financiero internacional 
5.1.2 Fondo Monetario Internacional 
5.1.3 OCDE 
5.1.4 Banco Mundial 
5.1.5 Banco Interamericano 
5.1.6 Banco de Desarrollo 
.3 El papel del Ingeniero en Sistemas Computacionales 
en la sustentabilidad 
.4 Economía circular 
 
C - 2020"
ISC/arquitectutaComputadoras_ISC2020.pdf,"UNIDAD TEMÁTICA I 
Organización y arquitectura de 
computadoras","UNIDAD DE COMPETENCIA 
Identifica la organización de una 
computadora de propósito 
general con base en su 
arquitectura.","1
1.1 Fundamentos de arquitectura de computadoras 
1.1.1 Arquitectura y organización de computadoras 
1.1.2 Memoria de programa 
1.1.3 Memoria de datos 
1.1.4 Unidad aritmética lógica 
1.1.5 Registros 
1.1.6 Unidad de control 
 
1.2 Arquitecturas clásicas 
1.2.1 Arquitectura Von Neuman 
1.2.2 Arquitectura RISC y CISC 
1.2.3 Arquitectura Hardvard 
.3 Arquitecturas especializadas 
1.3.1 Arquitectura Superescalar 
1.3.2 Arquitectura vectorial"
ISC/arquitectutaComputadoras_ISC2020.pdf,"UNIDAD TEMÁTICA II 
Arquitectura del conjunto de 
instrucciones de RISC","UNIDAD DE COMPETENCIA 
Analiza la arquitectura del 
conjunto de instrucciones del 
procesador RISC con base en 
los formatos y tipos de 
instrucciones y su programación 
con simuladores.","2
  2
2.1 Formato de las instrucciones 
2.1.1 Formato tipo R 
2.1.2 Formato tipo I 
2.1.3 Formato tipo J 
2.1.4 Otros formatos 
.2 Tipos de instrucción 
2.2.1 Instrucciones de carga y almacenamiento 
2.2.2 Instrucciones de aritméticas y lógicas 
2.2.3 Instrucciones de corrimiento 
2.2.4 Instrucciones de brinco condicional e 
incondicional 
2.2.5 Instrucciones de manejo de subrutinas 
2.2.6 Otras instrucciones 
.3 Programación 
2.3.1 Instrucciones de carga y almacenamiento 
2.3.2 Instrucciones aritméticas y lógicas 
2.3.3 Instrucciones de corrimiento 
2.3.4 Instrucciones de brinco condicional e 
incondicional 
2.3.5 Instrucciones de manejo de subrutinas 
2.3.6 Implementación usando simuladores"
ISC/arquitectutaComputadoras_ISC2020.pdf,"UNIDAD TEMÁTICA III 
Diseño e implementación de un 
procesador monociclo de 
arquitectura RISC","UNIDAD DE COMPETENCIA 
Implementa un procesador 
monociclo de arquitectura RISC 
con base en el uso de lógica 
reconfigurable.","3
  3
  3
  3
3.1 Unidad aritmética y lógica 
3.1.1 Análisis usando sumador con acarreo en cascada 
3.1.2 Análisis usando sumador con acarreo anticipado 
3.1.3 Análisis usando otras arquitecturas 
3.1.4 
Implementación 
usando 
HDL 
en 
lógica 
reconfigurable 
.2 Memoria de programa, datos y pila. 
3.2.1 Análisis con ROM y RAM multipuerto 
3.2.2 Implementación de pila en software y hardware 
3.2.3Implementación 
usando 
HDL 
en 
lógica 
reconfigurable 
.3 Archivos de registros 
3.3.1 Análisis con RAM multipuerto 
3.3.2 Análisis usando otras arquitecturas 
3.3.3 
Implementación 
usando 
HDL 
en 
lógica 
reconfigurable 
.4 Unidad de control 
3.4.1 Ruta de datos del procesador 
3.4.2 Microinstrucciones 
3.4.3 Memorias de microcódigo 
3.4.4 Decodificador de instrucción 
3.4.5 Registro de estado 
3.4.6 Análisis de banderas para determinar condiciones 
3.4.7 Autómata de control 
3.4.8 
Implementación 
usando 
HDL 
en 
lógica 
reconfigurable 
.5 Implementación de procesador RISC monociclo 
3.5.1 
Implementación 
usando 
HDL 
en 
lógica 
reconfigurable 
3.5.2 Ejecución de programas en los procesadores 
3.5.3 Implementación de analizadores lógicos en FPGA 
para la depuración de programas en ejecución"
ISC/arquitectutaComputadoras_ISC2020.pdf,"UNIDAD TEMÁTICA IV 
Segmentación de la ruta de 
datos de un procesador RISC","UNIDAD DE COMPETENCIA 
Implementa las etapas de 
segmentación en un procesador 
RISC a partir del uso de lógica 
reconfigurable.","4
  4
4.1 Segmentación 
4.1.1 Etapas de segmentación 
4.1.2 Registros inter etapa 
4.1.3 
Implementación 
usando 
HDL 
en 
lógica 
reconfigurable 
.2 Riesgos (Hazards) 
4.2.1 Riesgo estructural 
4.2.2 Riesgos de datos 
4.2.3 Método de bypassing 
4.2.4 Método de forwarding 
4.2.5 
Implementación 
usando 
HDL 
en 
lógica 
reconfigurable 
.3 Riesgo de Control 
4.3.1 Predictores de salto 
4.3.2 Predicción estática 
4.3.3 Predicción dinámica 
4.3.4 
Implementación 
usando 
HDL 
en 
lógica 
reconfigurable"
ISC/arquitectutaComputadoras_ISC2020.pdf,"UNIDAD TEMÁTICA V 
Organización del Sistema de 
Memoria","UNIDAD DE COMPETENCIA 
Diseña la jerarquía de memoria 
de una computadora mediante 
el uso de la lógica 
reconfigurable.","5
  5
5.1 Jerarquía de la memoria 
5.1.1. Memoria principal 
5.1.2 Memoria Caché 
5.1.3 Memoria Virtual 
5.1.4 Tecnologías de memorias 
.2 Memoria caché 
5.2.1 Cache hit y miss. 
5.2.2.Estrategia Write Through y Write Back 
5.2.3 Caché con mapeo directo 
5.2.4 Caché asociativa por conjuntos 
5.2.5 Caché completamente asociativo 
5.2.6 Algoritmos de sustitución 
5.2.7 
Implementación 
usando 
HDL 
en 
lógica 
reconfigurable  
.3 Memoria virtual 
5.3.1 Paginación. 
5.3.2. Unidad de Administración de Memoria (MMU). 
5.3.3. Tablas de páginas 
5.3.4. Arquitecturas de TLB. 
5.3.5. Algoritmos de reemplazo de páginas"
ISC/algoritmosEstructurasDatos_ISC2020.pdf,"UNIDAD TEMÁTICA I
Algoritmos fundamentales","UNIDAD DE COMPETENCIA
Identifica 
algoritmos 
fundamentales 
de 
la 
computación  con  base  en  sus 
órdenes de complejidad.","1
  1
  1
  1
.1 Algoritmia 
 
1.1.1 Características de los algoritmos y tipos 
1.3.1 Búsqueda secuencial 
1.3.2 Búsqueda binaria 
1.3.3 Búsqueda indexada 
exhaustiva y vuelta atrás 
 
C - 2020"
ISC/algoritmosEstructurasDatos_ISC2020.pdf,"UNIDAD TEMÁTICA II
Estructuras de datos lineales","UNIDAD DE COMPETENCIA
Construye  estructuras  de  datos 
lineales 
a 
partir 
de 
especificaciones genéricas.  
IS","2
  2
  2
  2
.1 Pila 
2.1.1 Especificación genérica  
2.1.2 Implementación estática 
2.1.5 Aplicaciones  
.2 Cola 
2.2.4 Colas de prioridad 
2.2.6 Aplicaciones  
.3 Listas 
2.3.4 Listas circulares 
.4 Tablas hash 
2.4.2 Función hash 
2.4.5 Tablas hash abiertas 
C - 2020
2.4.7 Implementaciones y aplicaciones"
ISC/algoritmosEstructurasDatos_ISC2020.pdf,"UNIDAD TEMÁTICA III
Estructuras de datos no lineales","UNIDAD DE COMPETENCIA
Manipula estructuras de datos no 
lineales 
a 
partir 
de 
sus 
aplicaciones, 
complejidad 
y 
representaciones.","3
.1 Árboles binarios
3.1.1 Transformación de árboles generales a binarios 
3.1.5 Montículo  
implementaciones 
3.2 Grafos 
3.2.1 Representaciones matriciales y basadas en listas  
3.2.4 Distancia más corta  
3.2.6 Nociones de complejidad de los algoritmos sobre 
grafos 
C - 2020"
ISC/fundamentosDisenoDigital_ISC2020.pdf,"UNIDAD TEMÁTICA I 
Principios del diseño de 
sistemas digitales","UNIDAD DE COMPETENCIA 
 
Resuelve problemas de diseño 
de sistemas digitales 
combinatorios a partir del 
álgebra de Boole y las técnicas 
de minimización.","1.1    Estado del arte de Sistemas Digitales 
1.2    Álgebra de Boole 
1.3    Método gráfico de Mapa de Karnaugh 
1.4.   Método tabular de Quine-McCluskey    
1.5    Circuitos digitales combinatorios: problemas"
ISC/fundamentosDisenoDigital_ISC2020.pdf,"UNIDAD TEMÁTICA II 
Tecnología y lenguajes de 
programación de dispositivos 
reconfigurables","U
UNIDAD DE COMPETENCIA 
tiliza 
los  dispositivos 
lógicos 
programables 
y 
lenguajes 
de 
descripción de hardware a partir 
de su tecnología y sentencias de 
programación.","2
.1    Escala de Integración  de los Circuitos  
         Integrados (CI) 
2.2    Características de las Familias Lógicas 
2.3    Dispositivos Lógicos Programables (PLD) 
2.4    Lenguajes de Descripción de Hardware (HDL) 
2.4.1 Estructura de un programa en HDL 
2.4.2 Estilos de programación 
2.4.3 Sentencias concurrentes y secuenciales"
ISC/fundamentosDisenoDigital_ISC2020.pdf,"UNIDAD TEMÁTICA III 
        Lógica combinacional","D
UNIDAD DE COMPETENCIA 
esarrolla 
circuitos 
de 
lógica 
combinacional  a  partir  de  su 
representación 
  booleana  y  su 
descripción 
en 
dispositivos 
lógicos programables.","3.1 Circuito sumador/restador y su descripción en   
      HDL (Lenguajes de descripción de Hardware) 
      usando dispositivos lógicos programables 
3.2 Circuito convertidor de código y su descripción en 
      HDL  (Lenguajes de descripción de Hardware) 
      usando dispositivos lógico  programables 
3.3 Circuito comparador de Magnitud y su descripción 
      en  HDL (Lenguajes de descripción de Hardware)  
      usando dispositivos lógicos programables 
3.4 Circuitos multiplexor y demultiplexor 
3.4.1 Teorema de Expansión de Shannon 
3.4.2 Descripción en  HDL (Lenguajes de descripción  
         de Hardware) usando dispositivos lógicos      
         programables 
3.5 Circuitos codificador y decodificador y su  
      descripción en HDL (Lenguajes de descripción de  
      Hardware) usando dispositivos lógico 
      programables"
ISC/fundamentosDisenoDigital_ISC2020.pdf,"UNIDAD TEMÁTICA IV 
Elementos básicos de  
Memoria digital","UNIDAD DE COMPETENCIA 
 
Desarrolla los elementos básicos 
de  memoria 
a 
partir 
de 
los 
multivibradores  astables en CI y 
biestables en Flip-Flops.","4
.1    Multivibradores en configuración monoestable, 
         biestable y astable 
4.2    Configuraciones Monoestable y Astable del  
         Temporizador 555 
4.3    Elementos de memoria tipo Latch SR, JK, T y D 
4.4    Elementos de memoria tipo Flip-Flop  SR, JK, T 
         y  D   
4.5   Descripción  con HDL de Elementos de Memoria"
ISC/finanzasEmpresariales_ISC2020.pdf,"UNIDAD TEMÁTICA I 
La empresa y su entorno","UNIDAD DE COMPETENCIA 
 
Reconoce el papel de las 
finanzas a partir del contexto 
empresarial.","1
  1
1.1 La empresa 
1.1.1 Constitución jurídica 
1.1.2 El área financiera en la estructura 
organizacional 
 
1.2 Función y objetivo de las finanzas empresariales 
.3 Las finanzas empresariales y su relación con otras 
disciplinas  (Ética,  Economía,  Derecho,  Matemáticas, 
etc.) 
.4 Factores del micro y macro ambiente que impactan 
a la empresa y a sus finanzas"
ISC/finanzasEmpresariales_ISC2020.pdf,"UNIDAD TEMÁTICA II 
Importancia y utilización de la 
información financiera","UNIDAD DE COMPETENCIA 
 
Construye los estados 
financieros básicos con base en 
las Normas de Información 
Financiera (NIF).","2
  2
2.1 La información financiera   
.2 Las Normas de Información Financiera (NIF) 
.3 Estados financieros básicos 
2.3.1  Estado 
de 
situación 
financiera 
(Balance 
General) 
2.3.2 Estado de Resultados"
ISC/finanzasEmpresariales_ISC2020.pdf,"UNIDAD TEMÁTICA III 
Análisis de la información 
financiera","UNIDAD DE COMPETENCIA 
 
Analiza la información de los 
estados financieros con base en 
los métodos de análisis 
financiero.","3
  3
3.1 El análisis financiero de la empresa   
.2 Métodos para el análisis financiero 
3.2.1 Análisis vertical (razones financieras y Dupont)  
3.2.2 Análisis horizontal 
.3 Análisis del punto de equilibrio operacional 
3.3.1 Modelo matemático del punto de equilibrio con 
un producto 
      3.3.2 Modelo matemático del punto de equilibrio con      
multiproductos"
ISC/finanzasEmpresariales_ISC2020.pdf,"UNIDAD TEMÁTICA IV 
Elementos de matemáticas 
financieras y la planeación 
financiera","UNIDAD DE COMPETENCIA 
 
Construye estados financieros 
proforma a partir de los 
elementos de matemáticas 
financieras y del presupuesto 
maestro.","4
  4
4.1 Valor del dinero en el tiempo 
      4.1.1 Valor presente 
      4.1.2 Valor futuro 
.2 Anualidades 
.3 La planeación financiera 
4.3.1 El presupuesto maestro 
 
4.4 Estados financieros proforma"
ISC/finanzasEmpresariales_ISC2020.pdf,"UNIDAD TEMÁTICA V 
Métodos de evaluación de 
proyectos de inversión","UNIDAD DE COMPETENCIA 
 
Aplica los métodos de 
evaluación de proyectos de 
inversión con base en las 
herramientas de matemáticas 
financieras.","5
  5
5.1 Los proyectos de inversión   
.2 Proceso de preparación y evaluación de proyectos 
.3 Métodos de evaluación financiera para proyectos de 
inversión 
5.3.1  Método  del  período  de  recuperación  de  la 
inversión (PRI) 
5.3.2  Método  del  rendimiento  sobre 
la 
inversión 
(RSI) 
5.3.3 Costo-beneficio 
5.3.4 Valor presente neto (VPN) 
5.3.5 Tasa interna de rendimiento (TIR) 
5.3.6 índices de Rentabilidad (IR)"
ISC/compiladores.pdf,"UNIDAD TEMÁTICA I 
Arquitectura de los 
compiladores","UNIDAD DE COMPETENCIA 
Describe la arquitectura de un 
compilador con base en sus 
componentes.","1
1.1 Fundamentos de compiladores e intérpretes 
1.1.1 Compiladores 
1.1.2 Intérpretes  
 
1.2 
Arquitectura 
de 
compiladores, 
intérpretes 
y 
máquinas virtuales 
      1.2.1 Análisis léxico 
      1.2.2 Análisis sintáctico 
      1.2.3 Análisis semántico 
      1.2.4 Generación de código intermedio 
      1.2.5 Optimización de código 
      1.2.6 Generación de código objeto 
.3  Frontend,  backend  y 
traducción  dirigida  por 
la 
sintaxis"
ISC/compiladores.pdf,"UNIDAD TEMÁTICA II 
Analizador léxico","UNIDAD DE COMPETENCIA 
Implementa un analizador léxico 
con base en expresiones 
regulares, autómatas y 
generadores de analizadores 
léxicos.","2
  2
2.1 Componentes léxicos 
    
2.2 Modelado de componentes léxicos mediante 
expresiones regulares  
    
2.3 Reconocimiento de componentes léxicos mediante 
autómatas finitos 
.4 Implementación de analizadores léxicos 
   2.4.1 Tabla de transiciones 
   2.4.2 Manejo del buffer de entrada  
   2.4.3 Manejo de errores léxicos 
.5 Generadores de analizadores léxicos"
ISC/compiladores.pdf,"UNIDAD TEMÁTICA III 
Analizador sintáctico","UNIDAD DE COMPETENCIA 
Diseña analizadores 
sintácticos a partir de 
gramáticas LL, LR y 
generadores de analizadores 
sintácticos.","3
3.1 Analizadores sintácticos 
3.1.1 Análisis sintáctico ascendente 
3.1.2 Análisis sintáctico descendente 
 
3.2 Analizadores descendentes 
3.2.1 Por descenso recursivo sin retroceso 
3.2.2 Por descenso recursivo con retroceso 
3.2.3 Para gramáticas LL (1) 
3.2.4 Implementación 
.3 Analizadores ascendentes para gramáticas LR 
3.3.1 Arquitectura general de la familia LR 
3.3.2 Construcción de elementos de la familia LR 
3.3.3 Construcción de tablas de la familia LR 
3.3.4 Analizadores de la familia LR 
3.3.5 Implementación mediante herramientas 
generadoras"
ISC/compiladores.pdf,"UNIDAD TEMÁTICA IV 
Aplicaciones de los 
compiladores","UNIDAD DE COMPETENCIA 
Desarrolla aplicaciones con 
base en el análisis semántico 
y generación de código 
intermedio.","4
  4
  4
  4
4.1 Análisis semántico y generación de código intermedio. 
.2 
Optimizaciones 
para 
las 
arquitecturas 
de 
computadoras. 
.3 Traducciones de programas. 
.4  Aplicaciones  en  herramientas  de  productividad  de 
software. 
.5 Aplicaciones en procesamiento de lenguaje natural."
ISC/ingenieriaEticaSociedad_ISC2020.pdf,"UNIDAD TEMÁTICA I 
Desarrollo histórico del 
conocimiento científico y 
tecnológico","D
UNIDAD DE COMPETENCIA 
istingue  el  dinamismo  en 
la 
evolución  de 
la 
ciencia 
y 
la 
tecnología  de  acuerdo  con 
la 
forma 
de 
interpretación 
y 
producción 
del 
conocimiento 
científico y tecnológico.","1
  1
1.1  Evolución del conocimiento 
1.1.1Sujeto y sociedad 
1.1.2 Conocimiento empírico, científico, tecnológico, 
cultural 
1.1.3 La ciencia como factor de cambio: trayectoria del 
Antigüedad, Edad Media) 
1.2.2 El impacto del avance científico y tecnológico en 
la sociedad 
Revolución Industrial 
  
 
C - 2020"
ISC/ingenieriaEticaSociedad_ISC2020.pdf,"UNIDAD TEMÁTICA II 
Revoluciones industriales","A
   
UNIDAD DE COMPETENCIA 
naliza  las  diferentes  fases  de 
las 
revoluciones 
partir 
de 
la 
reconfiguración 
social, 
económica, 
cultural. 
IS","2
  2
  2
  2
2.1  Las  Revoluciones  Industriales:  importancia  de  la 
ingeniería, 
la 
tecnología 
y 
su 
impacto 
social, 
económico, político y cultural 
.1.1 Primera Revolución (siglo XVIII) 
.1.2 Segunda Revolución 
.1.3 Tercera Revolución 
.1.4 Cuarta Revolución: 4.0"
ISC/ingenieriaEticaSociedad_ISC2020.pdf,"UNIDAD TEMÁTICA III 
Ingeniería y sociedad","D
     
UNIDAD DE COMPETENCIA 
istingue 
el 
quehacer 
del 
ingeniero  en  su  entorno  social, 
académico  y  profesional a  partir 
de sus funciones y retos para el 
siglo XXI.","3
  3
3.1 Importancia de la ingeniería y su función social 
3.1.1 El surgimiento de la ingeniería 
3.1.2 Escuelas de ingeniería y sus tradiciones 
educativas 
3.1.3 Funciones de la ingeniería en la sociedad 
.2 Retos de la ingeniería en el siglo XXI 
3.2.1 Perfil del ingeniero para las organizaciones 
inteligentes. 
.3 La ingeniería como profesión transdisciplinar."
ISC/ingenieriaEticaSociedad_ISC2020.pdf,"I
UNIDAD TEMÁTICA V 
ngeniería, productividad y 
sustentabilidad","E
   
UNIDAD DE COMPETENCIA 
xamina 
el 
papel 
de 
la 
ingeniería 
en 
los  modelos 
productivos  del  siglo  XXI  a 
partir  de 
su 
impacto  en 
la 
productividad 
y 
la 
sustentabilidad.","5
  5
     
.1 Sustentabilidad e ingeniería 
5.1.1 Modelos productivos emergentes 
5.1.2 Impacto ambiental de los nuevos modelos 
productivos 
5.1.3 Normatividad y acuerdos nacionales e 
internacionales 
.2 Eficiencia y eficacia, pertinencia y equidad en los 
modelos productivos  
5.2.1 Sistemas de calidad 
5.2.2 Productividad y competitividad"
ISC/liderazgoPersonal_ISC2020.pdf,"UNIDAD TEMÁTICA I 
Fundamentos teóricos del 
liderazgo","UNIDAD DE 
COMPETENCIA 
 
Analiza el liderazgo a partir 
de 
sus 
antecedentes, 
clasificación 
y 
el 
pensamiento estratégico.","1
  1
  1
1.1 
Antecedentes del liderazgo 
1.1.1  Liderazgo a través del tiempo 
1.1.2  Liderazgo masculino 
1.1.3  Liderazgo femenino  
.2 
Estudios del liderazgo 
1.2.1  Teorías de liderazgo: De rasgos, de 
comportamiento, de contingencia, situacional y de 
relaciones 
.3 
Clasificación del liderazgo  
1.3.1  Autocrático, democrático y liberal 
1.3.2  Prospectiva del liderazgo 
1.3.3  Liderazgo emprendedor  
.4 
Pensamiento estratégico 
1.4.1  Misión y visión del líder"
ISC/liderazgoPersonal_ISC2020.pdf,"UNIDAD TEMÁTICA II 
Conceptualización de la 
gestión del liderazgo y 
desarrollo humano","D
 
UNIDAD DE 
COMPETENCIA 
esarrolla 
habilidades 
personales  y  sociales  con 
base  en  las  actitudes  y  la 
comunicación asertiva.","2
  2
2.1 
Desarrollo personal  
2.1.1  Autoconocimiento 
2.1.2  Conceptualización de la autoestima 
2.1.3  Dimensiones de la personalidad 
2.1.4  Motivación 
2.1.5  Autorrealización  
.2 
Principios y valores 
2.2.1  Hábitos 
2.2.2  Actitudes 
.3 
Habilidades sociales 
2.3.1  Gestión de emociones 
2.3.2 
Imagen personal 
2.3.3 
Imagen social 
2.3.4  Comunicación asertiva 
2.3.5  Creatividad"
